competition,team_id,team_name,country,founded,logo
UEFA Champions League,3327,Egnatia Rrogozhinë,Albania,1964.0,https://media.api-sports.io/football/teams/3327.png
UEFA Champions League,3364,Borac Banja Luka,Bosnia,1926.0,https://media.api-sports.io/football/teams/3364.png
UEFA Champions League,3745,Dečić,Montenegro,1926.0,https://media.api-sports.io/football/teams/3745.png
UEFA Champions League,3874,Panevėžys,Lithuania,2015.0,https://media.api-sports.io/football/teams/3874.png
UEFA Champions League,4160,Rīgas FS,Latvia,2005.0,https://media.api-sports.io/football/teams/4160.png
UEFA Champions League,4346,Struga,Macedonia,2015.0,https://media.api-sports.io/football/teams/4346.png
UEFA Champions League,4360,Celje,Slovenia,1919.0,https://media.api-sports.io/football/teams/4360.png
UEFA Champions League,4626,Hamrun Spartans,Malta,1907.0,https://media.api-sports.io/football/teams/4626.png
UEFA Champions League,5308,Virtus,San-Marino,,https://media.api-sports.io/football/teams/5308.png
UEFA Champions League,5354,Larne,Northern-Ireland,1889.0,https://media.api-sports.io/football/teams/5354.png
UEFA Champions League,12733,Ballkani,Kosovo,,https://media.api-sports.io/football/teams/12733.png
UEFA Europa League,33,Manchester United,England,1878.0,https://media.api-sports.io/football/teams/33.png
UEFA Europa League,47,Tottenham,England,1882.0,https://media.api-sports.io/football/teams/47.png
UEFA Europa League,80,Lyon,France,1950.0,https://media.api-sports.io/football/teams/80.png
UEFA Europa League,84,Nice,France,1904.0,https://media.api-sports.io/football/teams/84.png
UEFA Europa League,167,1899 Hoffenheim,Germany,1899.0,https://media.api-sports.io/football/teams/167.png
UEFA Europa League,169,Eintracht Frankfurt,Germany,1899.0,https://media.api-sports.io/football/teams/169.png
UEFA Europa League,194,Ajax,Netherlands,1900.0,https://media.api-sports.io/football/teams/194.png
UEFA Europa League,201,AZ Alkmaar,Netherlands,1967.0,https://media.api-sports.io/football/teams/201.png
UEFA Europa League,212,FC Porto,Portugal,1893.0,https://media.api-sports.io/football/teams/212.png
UEFA Europa League,217,SC Braga,Portugal,1921.0,https://media.api-sports.io/football/teams/217.png
UEFA Europa League,250,Kilmarnock,Scotland,1869.0,https://media.api-sports.io/football/teams/250.png
UEFA Europa League,254,Heart Of Midlothian,Scotland,1874.0,https://media.api-sports.io/football/teams/254.png
UEFA Europa League,257,Rangers,Scotland,1873.0,https://media.api-sports.io/football/teams/257.png
UEFA Europa League,327,Bodo/Glimt,Norway,1916.0,https://media.api-sports.io/football/teams/327.png
UEFA Europa League,329,Molde,Norway,1911.0,https://media.api-sports.io/football/teams/329.png
UEFA Europa League,336,Jagiellonia,Poland,1927.0,https://media.api-sports.io/football/teams/336.png
UEFA Europa League,338,Wisla Krakow,Poland,1906.0,https://media.api-sports.io/football/teams/338.png
UEFA Europa League,354,The New Saints,Wales,1959.0,https://media.api-sports.io/football/teams/354.png
UEFA Europa League,372,IF Elfsborg,Sweden,1904.0,https://media.api-sports.io/football/teams/372.png
UEFA Europa League,375,Malmo FF,Sweden,1910.0,https://media.api-sports.io/football/teams/375.png
UEFA Europa League,394,Dinamo Minsk,Belarus,1927.0,https://media.api-sports.io/football/teams/394.png
UEFA Europa League,397,FC Midtjylland,Denmark,1999.0,https://media.api-sports.io/football/teams/397.png
UEFA Europa League,415,Twente,Netherlands,1965.0,https://media.api-sports.io/football/teams/415.png
UEFA Europa League,487,Lazio,Italy,1900.0,https://media.api-sports.io/football/teams/487.png
UEFA Europa League,497,AS Roma,Italy,1927.0,https://media.api-sports.io/football/teams/497.png
UEFA Europa League,531,Athletic Club,Spain,1898.0,https://media.api-sports.io/football/teams/531.png
UEFA Europa League,548,Real Sociedad,Spain,1909.0,https://media.api-sports.io/football/teams/548.png
UEFA Europa League,549,Besiktas,Turkey,1903.0,https://media.api-sports.io/football/teams/549.png
UEFA Europa League,552,Maribor,Slovenia,1960.0,https://media.api-sports.io/football/teams/552.png
UEFA Europa League,553,Olympiakos Piraeus,Greece,1925.0,https://media.api-sports.io/football/teams/553.png
UEFA Europa League,554,Anderlecht,Belgium,1908.0,https://media.api-sports.io/football/teams/554.png
UEFA Europa League,556,Qarabag,Azerbaijan,1950.0,https://media.api-sports.io/football/teams/556.png
UEFA Europa League,559,FCSB,Romania,1947.0,https://media.api-sports.io/football/teams/559.png
UEFA Europa League,560,Slavia Praha,Czech-Republic,1892.0,https://media.api-sports.io/football/teams/560.png
UEFA Europa League,561,HNK Rijeka,Croatia,1946.0,https://media.api-sports.io/football/teams/561.png
UEFA Europa League,566,Ludogorets,Bulgaria,1945.0,https://media.api-sports.io/football/teams/566.png
UEFA Europa League,567,Plzen,Czech-Republic,1911.0,https://media.api-sports.io/football/teams/567.png
UEFA Europa League,568,Sheriff Tiraspol,Moldova,1997.0,https://media.api-sports.io/football/teams/568.png
UEFA Europa League,572,Dynamo Kyiv,Ukraine,1927.0,https://media.api-sports.io/football/teams/572.png
UEFA Europa League,573,FK Partizan,Serbia,1945.0,https://media.api-sports.io/football/teams/573.png
UEFA Europa League,604,Maccabi Tel Aviv,Israel,1906.0,https://media.api-sports.io/football/teams/604.png
UEFA Europa League,606,FC Lugano,Switzerland,1908.0,https://media.api-sports.io/football/teams/606.png
UEFA Europa League,611,Fenerbahce,Turkey,1907.0,https://media.api-sports.io/football/teams/611.png
UEFA Europa League,617,Panathinaikos,Greece,1908.0,https://media.api-sports.io/football/teams/617.png
UEFA Europa League,619,PAOK,Greece,1926.0,https://media.api-sports.io/football/teams/619.png
UEFA Europa League,634,Botev Plovdiv,Bulgaria,,https://media.api-sports.io/football/teams/634.png
UEFA Europa League,645,Galatasaray,Turkey,1905.0,https://media.api-sports.io/football/teams/645.png
UEFA Europa League,648,Zira,Azerbaijan,,https://media.api-sports.io/football/teams/648.png
UEFA Europa League,651,Ferencvarosi TC,Hungary,1899.0,https://media.api-sports.io/football/teams/651.png
UEFA Europa League,652,Shamrock Rovers,Ireland,1899.0,https://media.api-sports.io/football/teams/652.png
UEFA Europa League,667,Lincoln Red Imps FC,Gibraltar,,https://media.api-sports.io/football/teams/667.png
UEFA Europa League,701,KI Klaksvik,Faroe-Islands,1905.0,https://media.api-sports.io/football/teams/701.png
UEFA Europa League,702,Vojvodina,Serbia,1914.0,https://media.api-sports.io/football/teams/702.png
UEFA Europa League,703,UE Santa Coloma,Andorra,1995.0,https://media.api-sports.io/football/teams/703.png
UEFA Europa League,741,Cercle Brugge,Belgium,1899.0,https://media.api-sports.io/football/teams/741.png
UEFA Europa League,781,Rapid Vienna,Austria,1899.0,https://media.api-sports.io/football/teams/781.png
UEFA Europa League,998,Trabzonspor,Turkey,1967.0,https://media.api-sports.io/football/teams/998.png
UEFA Europa League,1026,Lask Linz,Austria,1908.0,https://media.api-sports.io/football/teams/1026.png
UEFA Europa League,1393,Union St. Gilloise,Belgium,1897.0,https://media.api-sports.io/football/teams/1393.png
UEFA Europa League,2073,Silkeborg,Denmark,1917.0,https://media.api-sports.io/football/teams/2073.png
UEFA Europa League,2184,Servette FC,Switzerland,1890.0,https://media.api-sports.io/football/teams/2184.png
UEFA Europa League,2247,Apoel Nicosia,Cyprus,1926.0,https://media.api-sports.io/football/teams/2247.png
UEFA Europa League,2259,FK Tobol Kostanay,Kazakhstan,1967.0,https://media.api-sports.io/football/teams/2259.png
UEFA Europa League,2271,Petrocub,Moldova,,https://media.api-sports.io/football/teams/2271.png
UEFA Europa League,2390,Paks,Hungary,1952.0,https://media.api-sports.io/football/teams/2390.png
UEFA Europa League,2646,TSC Backa Topola,Serbia,1913.0,https://media.api-sports.io/football/teams/2646.png
UEFA Europa League,3364,Borac Banja Luka,Bosnia,1926.0,https://media.api-sports.io/football/teams/3364.png
UEFA Europa League,3403,Pafos,Cyprus,2014.0,https://media.api-sports.io/football/teams/3403.png
UEFA Europa League,3549,Ružomberok,Slovakia,1906.0,https://media.api-sports.io/football/teams/3549.png
UEFA Europa League,3874,Panevėžys,Lithuania,2015.0,https://media.api-sports.io/football/teams/3874.png
UEFA Europa League,4160,Rīgas FS,Latvia,2005.0,https://media.api-sports.io/football/teams/4160.png
UEFA Europa League,4360,Celje,Slovenia,1919.0,https://media.api-sports.io/football/teams/4360.png
UEFA Europa League,4495,Maccabi Petah Tikva,Israel,1912.0,https://media.api-sports.io/football/teams/4495.png
UEFA Europa League,6489,Kryvbas KR,Ukraine,2001.0,https://media.api-sports.io/football/teams/6489.png
UEFA Europa League,14395,Llapi,Kosovo,1932.0,https://media.api-sports.io/football/teams/14395.png
UEFA Europa League,20034,Corvinul Hunedoara,Romania,1921.0,https://media.api-sports.io/football/teams/20034.png
